smk_preg_2_denom_2012_14, brstfed_3_mon_1_count_2014_15, brstfed_6_mon_1_count_2014_15, ste_name, brstfed_6_mon_2_denom_2014_15, brstfed_3_mon_2_denom_2014_15, solids_4_mon_3_percent_2014_15, smk_preg_3_percent_2012_14, solids_4_mon_1_count_2014_15, solids_4_mon_2_denom_2014_15, smk_preg_1_count_2012_14, solids_4_mon_4_rrmse_2014_15, brstfed_3_mon_4_rrmse_2014_15, lga_code, lga_name, brstfed_6_mon_3_percent_2014_15, low_bweigt_1_count_2012_14, brstfed_3_mon_3_percent_2014_15, low_bweigt_2_denom_2012_14, brstfed_6_mon_4_rrmse_2014_15, low_bweigt_3_percent_2012_14
157,69,16,"wa",75,85,6.5,8.9,16,255,14,1,1,52730,"Denmark (S)",21.2,5,80.5,160,1,3.1
116,null,null,"wa",null,null,null,10.3,null,null,12,null,null,52800,"Derby-West Kimberley (S)",null,null,null,null,null,null
154,69,18,"wa",82,93,5.8,14.3,16,268,22,1,1,52870,"Donnybrook-Balingup (S)",22.4,7,74.2,155,1,4.5
null,137,47,"wa",154,174,5.6,null,21,370,null,2,1,53150,"East Fremantle (T)",30.4,12,79.0,218,3,5.5
211,null,null,"wa",null,null,null,10.8,null,null,23,null,null,53220,"East Pilbara (S)",null,14,null,214,null,6.7
542,182,28,"wa",247,279,5.9,18.1,45,758,98,1,3,53290,"Esperance (S)",11.3,32,65.2,544,1,5.9
82,null,null,"wa",null,null,null,6.7,null,null,5,null,null,53360,"Exmouth (S)",null,null,null,null,null,null
1048,521,156,"wa",598,676,5.9,5.8,86,1461,61,3,3,53430,"Fremantle (C)",26.0,56,77.1,1056,3,5.3
1405,637,175,"wa",798,903,6.5,14.0,158,2447,196,3,3,53520,"Geraldton-Greenough (C)",22.0,85,70.6,1425,3,5.9
161,69,24,"wa",85,97,5.9,14.8,15,258,24,1,1,53570,"Gingin (S)",27.6,10,71.0,162,3,5.9
55,26,9,"wa",30,34,6.0,19.7,5,88,11,2,1,53640,"Gnowangerup (S)",29.8,null,78.4,null,1,null
null,null,null,"wa",null,null,null,null,null,null,null,null,null,52940,"Dowerin (S)",null,null,null,null,null,null
2126,1105,254,"wa",1316,1488,5.9,9.7,197,3354,207,3,3,54200,"Kalamunda (S)",19.3,117,74.3,2135,3,5.5
null,null,null,"wa",null,null,null,null,null,null,null,null,null,53010,"Dumbleyung (S)",null,null,null,null,null,null
42,null,null,"wa",null,null,null,20.6,null,null,9,null,null,53080,"Dundas (S)",null,null,null,null,null,null
41,14,5,"wa",18,20,null,13.1,null,null,5,null,2,53710,"Goomalling (S)",29.9,null,70.3,null,2,null
5509,2740,811,"wa",3254,3680,6.3,10.8,516,8187,597,3,3,53780,"Gosnells (C)",24.9,368,74.5,5533,3,6.7
null,null,null,"wa",null,null,null,null,null,null,null,null,null,53920,"Halls Creek (S)",null,null,null,null,null,null
1021,421,126,"wa",527,597,6.1,14.2,101,1672,145,3,3,53990,"Harvey (S)",24.0,58,70.5,1028,3,5.6
82,43,14,"wa",51,58,6.1,13.4,10,166,11,2,1,54060,"Irwin (S)",27.7,7,74.0,83,1,8.4
45,22,7,"wa",25,28,null,19.7,null,null,9,null,1,54130,"Jerramungup (S)",29.8,null,78.4,null,1,null
5204,2815,771,"wa",3066,3468,5.6,5.0,458,8115,261,3,3,54170,"Joondalup (C)",25.1,330,81.2,5268,3,6.3
1671,null,null,"wa",null,null,null,13.8,null,null,230,null,null,54280,"Kalgoorlie/Boulder (C)",null,107,null,1687,null,6.4
25,null,null,"wa",null,null,null,17.9,null,null,5,null,null,55040,"Leonora (S)",null,null,null,null,null,null
2906,1250,427,"wa",1749,1978,6.6,15.0,299,4498,435,3,3,55110,"Mandurah (C)",24.4,182,63.2,2918,3,6.2
283,114,42,"wa",151,170,6.4,14.1,29,455,40,1,1,55180,"Manjimup (S)",28.0,17,67.1,281,3,6.0
null,null,null,"wa",null,null,null,null,null,null,null,null,null,55250,"Meekatharra (S)",null,null,null,null,null,null
2952,1613,571,"wa",1735,1962,5.6,3.5,255,4592,103,3,3,55320,"Melville (C)",32.9,165,82.2,2973,3,5.5
155,65,15,"wa",79,90,6.8,15.2,17,253,24,1,3,54340,"Katanning (S)",18.3,7,71.9,155,1,4.7
37,18,7,"wa",21,24,null,20.5,null,null,7,null,2,54410,"Kellerberrin (S)",32.6,null,74.8,null,2,null
null,null,null,"wa",null,null,null,null,null,null,null,null,null,54480,"Kent (S)",null,null,null,null,null,null
75,41,14,"wa",46,52,6.0,13.8,8,137,10,2,1,54550,"Kojonup (S)",29.8,5,78.4,77,1,6.7
41,18,8,"wa",21,23,null,11.1,null,null,5,null,2,54620,"Kondinin (S)",38.2,null,75.9,null,2,null
null,null,null,"wa",null,null,null,null,null,null,null,null,null,54690,"Koorda (S)",null,null,null,null,null,null
null,null,null,"wa",null,null,null,null,null,null,null,null,null,54760,"Kulin (S)",null,null,null,null,null,null
1801,810,249,"wa",1114,1260,6.4,16.5,178,2794,298,3,3,54830,"Kwinana (T)",22.4,140,64.3,1822,3,7.7
53,23,10,"wa",27,30,5.9,11.1,5,78,6,2,2,54900,"Lake Grace (S)",38.2,null,75.9,null,1,null
null,null,null,"wa",null,null,null,null,null,null,null,null,null,54970,"Laverton (S)",null,null,null,null,null,null
168,62,21,"wa",80,91,6.8,26.1,17,251,44,1,1,56520,"Narrogin (T)",26.7,21,68.9,169,1,12.2
523,271,95,"wa",307,347,5.2,1.3,43,831,7,1,3,56580,"Nedlands (C)",30.9,25,78.0,526,3,4.8
null,null,null,"wa",null,null,null,null,null,null,null,null,null,55390,"Menzies (S)",null,null,null,4,null,null
117,49,19,"wa",58,66,6.0,17.2,11,180,20,2,1,55460,"Merredin (S)",32.6,10,74.8,117,1,8.8
null,null,null,"wa",null,null,null,null,null,null,null,null,null,55530,"Mingenew (S)",null,null,null,null,null,null
null,null,null,"wa",null,null,null,null,null,null,null,null,null,56620,"Ngaanyatjarraku (S)",null,null,null,null,null,null
100,36,13,"wa",45,51,6.1,14.4,9,140,14,2,2,55600,"Moora (S)",29.9,10,70.3,100,1,10.2
26,null,null,"wa",null,null,null,17.3,null,null,5,null,null,55670,"Morawa (S)",null,null,null,null,null,null
null,22,10,"wa",25,29,null,null,null,null,null,null,2,56930,"Peppermint Grove (S)",38.2,null,78.3,null,2,null
null,126,54,"wa",142,161,5.5,null,20,363,null,2,1,55740,"Mosman Park (T)",38.2,17,78.3,237,3,7.2
null,null,null,"wa",null,null,null,null,null,null,null,null,null,55810,"Mount Magnet (S)",null,null,null,null,null,null
null,null,null,"wa",null,null,null,null,null,null,null,null,null,55880,"Mount Marshall (S)",null,null,null,null,null,null
41,22,8,"wa",24,28,null,24.4,null,null,10,null,1,57140,"Pingelly (S)",31.7,5,80.7,42,1,10.8
161,64,15,"wa",71,80,6.5,16.1,16,240,26,1,1,57210,"Plantagenet (S)",21.2,11,80.5,163,1,6.7
null,null,null,"wa",null,null,null,null,null,null,null,null,null,55950,"Mukinbudin (S)",null,null,null,null,null,null
null,null,null,"wa",null,null,null,null,null,null,null,null,null,56020,"Mullewa (S)",null,null,null,20,null,null
1112,556,177,"wa",667,754,6.1,9.7,110,1804,108,3,3,56090,"Mundaring (S)",26.5,74,73.8,1124,3,6.6
641,302,160,"wa",419,474,5.6,9.4,61,1097,60,3,3,57280,"Port Hedland (T)",38.2,30,63.7,644,3,4.6
32,16,6,"wa",18,21,null,20.5,null,null,7,null,2,57350,"Quairading (S)",32.6,null,74.8,null,2,null
65,null,null,"wa",null,null,null,17.2,null,null,11,null,null,57420,"Ravensthorpe (S)",null,6,null,66,null,9.2
5207,2682,600,"wa",3444,3895,6.1,12.1,540,8841,630,3,3,57490,"Rockingham (C)",17.4,296,68.9,5254,3,5.6
986,461,218,"wa",601,679,5.5,8.8,91,1661,87,3,3,57560,"Roebourne (S)",36.3,48,67.9,997,3,4.8
null,null,null,"wa",null,null,null,null,null,null,null,null,null,56160,"Murchison (S)",null,null,null,null,null,null
523,249,57,"wa",327,370,6.3,15.8,55,872,83,3,3,56230,"Murray (S)",17.6,35,67.2,524,3,6.7
null,16,6,"wa",21,23,null,null,null,null,null,null,2,56300,"Nannup (S)",28.0,null,67.1,null,1,null
837,262,98,"tas",427,483,10.3,20.5,131,1271,171,3,3,61610,"Devonport (C)",23.0,69,54.1,841,3,8.2
199,59,27,"tas",116,131,9.8,16.2,32,330,32,1,1,61810,"Dorset (M)",23.1,15,45.0,199,1,7.7
null,null,null,"tas",null,null,null,null,null,null,null,null,null,62010,"Flinders (M)",null,null,null,null,null,null
226,57,26,"tas",113,127,9.8,31.6,31,321,71,1,1,62210,"George Town (M)",23.0,18,45.0,224,1,8.0
76,31,11,"tas",42,47,9.2,17.4,11,121,13,1,3,62410,"Glamorgan/Spring Bay (M)",26.8,9,66.4,77,1,11.8
1736,615,346,"tas",1053,1191,10.3,14.4,272,2629,250,3,3,62610,"Glenorchy (C)",32.9,132,51.6,1745,3,7.6
1487,572,249,"tas",846,957,8.4,3.2,173,2060,48,3,3,62810,"Hobart (C)",29.4,86,59.8,1480,3,5.8
482,169,69,"tas",262,296,9.2,7.7,72,786,37,1,3,63010,"Huon Valley (M)",26.3,42,57.0,485,3,8.7
158,59,26,"tas",99,112,9.5,19.0,28,299,30,1,1,63210,"Kentish (M)",26.3,5,52.9,157,3,3.2
28,null,null,"tas",null,null,null,21.4,null,null,6,null,null,63410,"King Island (M)",null,null,null,null,null,null
1181,489,217,"tas",694,785,8.6,5.1,160,1861,60,3,3,63610,"Kingborough (M)",31.3,62,62.3,1179,3,5.3
29,null,null,"wa",null,null,null,17.2,null,null,5,null,null,56370,"Narembeen (S)",null,null,null,null,null,null
33,null,null,"wa",null,null,null,21.9,null,null,7,null,null,56450,"Narrogin (S)",null,null,null,null,null,null
286,93,37,"tas",150,169,9.5,14.6,43,456,42,1,3,63810,"Latrobe (M)",24.5,23,54.7,287,3,8.0
2417,725,317,"tas",1164,1316,9.9,15.4,334,3376,373,3,3,64010,"Launceston (C)",27.3,170,55.1,2428,3,7.0
432,176,68,"tas",280,316,9.1,11.2,75,825,48,3,3,64210,"Meander Valley (M)",24.2,31,55.7,438,3,7.0
401,132,70,"tas",207,234,9.1,14.8,53,586,59,3,3,64610,"Northern Midlands (M)",33.6,22,56.2,403,3,5.5
482,179,99,"tas",298,337,9.8,12.3,74,752,59,1,3,64810,"Sorell (M)",33.1,34,53.0,485,3,7.0
189,51,31,"tas",91,102,9.1,21.1,26,280,40,1,1,65010,"Southern Midlands (M)",34.8,13,49.5,188,3,6.9
54,14,null,"tas",null,26,8.6,9.3,6,70,5,1,1,65210,"Tasman (M)",null,null,54.6,null,null,null
386,141,75,"tas",227,257,9.8,18.9,69,700,73,1,3,65410,"Waratah/Wynyard (M)",33.0,29,54.7,389,3,7.5
154,44,25,"tas",75,85,8.8,21.4,19,217,33,1,1,65610,"West Coast (M)",33.4,12,52.0,154,3,7.8
637,257,131,"tas",367,415,8.7,10.5,92,1063,67,3,3,65810,"West Tamar (M)",35.8,37,62.0,635,3,5.9
428,157,43,"wa",200,226,6.7,18.5,38,569,79,1,1,56730,"Northam (S)",21.4,23,69.2,429,3,5.4
89,38,13,"wa",46,52,6.1,13.1,9,148,12,2,1,56790,"Northampton (S)",27.7,null,74.0,null,1,null
null,null,null,"wa",null,null,null,null,null,null,null,null,null,56860,"Nungarin (S)",null,null,null,7,null,null
27,null,null,"wa",null,null,null,17.3,null,null,5,null,null,57000,"Perenjori (S)",null,null,null,null,null,null
602,298,106,"wa",340,385,5.4,2.8,40,728,17,1,3,57080,"Perth (C)",31.2,42,77.5,605,3,7.0
null,null,null,"wa",null,null,null,null,null,null,null,null,null,57630,"Sandstone (S)",null,null,null,null,null,null
909,519,123,"wa",666,753,6.3,8.4,108,1712,77,1,3,57700,"Serpentine-Jarrahdale (S)",18.4,44,69.0,907,3,4.8
null,null,null,"wa",null,null,null,null,null,null,null,null,null,57770,"Shark Bay (S)",null,null,null,null,null,null
1380,740,288,"wa",828,936,5.9,3.7,123,2076,51,3,3,57840,"South Perth (C)",34.9,101,79.0,1392,3,7.2
9290,4537,1570,"wa",5290,5983,5.8,4.9,748,12873,451,3,3,57910,"Stirling (C)",29.7,646,75.8,9363,3,6.9
638,317,130,"wa",387,438,5.4,0.8,53,979,5,1,1,57980,"Subiaco (C)",33.6,32,72.5,640,3,5.1
5233,2714,866,"wa",3374,3816,6.3,10.4,534,8487,545,3,3,58050,"Swan (C)",25.7,365,71.1,5277,3,6.9
null,null,null,"wa",null,null,null,null,null,null,null,null,null,58190,"Tammin (S)",null,null,null,null,null,null
null,null,null,"wa",null,null,null,null,null,null,null,null,null,58260,"Three Springs (S)",null,null,null,null,null,null
1303,744,496,"nt",735,831,13.9,19.5,257,1850,254,1,3,70200,"Alice Springs (T)",67.5,93,89.5,1304,3,7.1
100,63,24,"wa",80,90,6.1,12.0,15,248,12,1,1,58330,"Toodyay (S)",29.9,5,70.3,101,1,5.0
2128,1132,395,"nt",1247,1410,14.5,15.7,430,2958,335,1,3,72800,"Palmerston (C)",31.7,120,80.3,2146,3,5.6
386,null,null,"nt",null,null,null,54.3,null,null,209,null,null,73600,"Roper Gulf (S)",null,61,null,385,null,15.9
129,null,null,"nt",null,null,null,55.0,null,null,71,null,null,74050,"Tiwi Islands (S)",null,25,null,129,null,19.4
339,null,null,"nt",null,null,null,59.2,null,null,201,null,null,74500,"Victoria-Daly (S)",null,44,null,340,null,13.0
null,null,null,"wa",null,null,null,null,null,null,null,null,null,58400,"Trayning (S)",null,null,null,null,null,null
null,null,null,"wa",null,null,null,null,null,null,null,null,null,58470,"Upper Gascoyne (S)",null,null,null,9,null,null
1650,845,225,"wa",946,1069,5.6,2.8,121,2147,45,1,3,58510,"Victoria Park (T)",23.8,122,79.0,1664,3,7.3
36,null,null,"wa",null,null,null,14.4,null,null,5,null,null,58540,"Victoria Plains (S)",null,null,null,null,null,null
13,null,null,"nt",null,null,null,34.4,null,null,5,null,null,74560,"Wagait (S)",null,null,null,null,null,null
390,null,null,"nt",null,null,null,51.4,null,null,201,null,null,74660,"West Arnhem (S)",null,56,null,391,null,14.3
1335,600,201,"wa",709,802,5.4,1.9,93,1731,26,3,3,58570,"Vincent (T)",28.3,83,74.8,1348,3,6.2
65,31,14,"wa",36,41,5.9,15.2,6,106,10,2,2,58610,"Wagin (S)",38.2,null,75.9,null,1,null
null,null,null,"wa",null,null,null,null,null,null,null,null,null,58680,"Wandering (S)",null,null,null,null,null,null
8384,4371,1222,"wa",5313,6009,5.9,7.2,807,13572,607,3,3,58760,"Wanneroo (C)",23.0,576,72.7,8465,3,6.8
132,45,12,"wa",61,68,6.3,7.6,13,201,10,1,1,58820,"Waroona (S)",19.3,13,66.4,131,1,9.9
31,null,null,"wa",null,null,null,15.2,null,null,5,null,null,58890,"West Arthur (S)",null,null,null,null,null,null
263,null,null,"nt",null,null,null,16.1,null,null,42,null,null,79399,"Unincorporated NT",null,16,null,264,null,6.0
15552,8287,2286,"act",9515,10761,2.3,5.8,462,20481,909,3,3,89399,"Unincorporated ACT",24.0,937,77.0,15684,3,6.0
null,null,null,"wa",null,null,null,null,null,null,null,null,null,59030,"Westonia (S)",null,null,null,null,null,null
null,null,null,"wa",null,null,null,null,null,null,null,null,null,59100,"Wickepin (S)",null,null,null,null,null,null
32,null,null,"wa",null,null,null,15.2,null,null,5,null,null,59170,"Williams (S)",null,null,null,null,null,null
null,null,null,"wa",null,null,null,null,null,null,null,null,null,59250,"Wiluna (S)",null,null,null,null,null,null
59,21,8,"wa",26,29,6.1,13.1,5,81,8,2,2,59310,"Wongan-Ballidu (S)",29.9,null,70.3,null,1,null
null,null,null,"wa",null,null,null,null,null,null,null,null,null,59320,"Woodanilling (S)",null,null,null,null,null,null
null,null,null,"wa",null,null,null,null,null,null,null,null,null,59330,"Wyalkatchem (S)",null,null,null,null,null,null
208,null,null,"wa",null,null,null,6.7,null,null,14,null,null,59340,"Wyndham-East Kimberley (S)",null,null,null,null,null,null
null,null,null,"wa",null,null,null,null,null,null,null,null,null,59350,"Yalgoo (S)",null,null,null,null,null,null
48,25,9,"wa",29,33,6.0,10.8,5,89,5,2,2,59360,"Yilgarn (S)",32.6,null,74.8,null,1,null
94,50,14,"wa",64,73,6.7,16.1,12,183,15,2,1,59370,"York (S)",21.4,5,69.2,94,1,5.1
139,54,24,"tas",105,119,9.8,14.4,29,299,20,1,1,60210,"Break O'Day (M)",23.0,12,45.0,140,1,8.6
733,236,124,"tas",466,527,11.6,25.7,132,1142,188,1,3,60410,"Brighton (M)",26.7,74,44.8,736,3,10.1
627,203,73,"tas",353,399,10.3,19.6,104,1012,123,3,3,60610,"Burnie (C)",20.6,53,50.9,630,3,8.5
585,251,100,"tas",360,407,9.8,14.1,102,1045,82,3,3,60810,"Central Coast (M)",27.8,39,61.6,588,3,6.6
63,19,12,"tas",34,38,9.1,18.0,10,105,11,2,2,61010,"Central Highlands (M)",34.8,null,49.5,null,1,null
235,92,44,"tas",139,157,8.4,17.9,34,405,42,1,3,61210,"Circular Head (M)",32.1,17,58.4,238,3,7.1
1889,768,340,"tas",1176,1330,9.3,11.0,280,3015,208,3,3,61410,"Clarence (C)",28.9,135,57.8,1885,3,7.2
354,99,59,"tas",204,231,10.1,23.4,55,542,83,1,3,61510,"Derwent Valley (M)",29.0,21,42.6,352,3,5.9
332,null,null,"nt",null,null,null,38.3,null,null,127,null,null,70420,"Barkly (S)",null,33,null,328,null,10.1
null,null,null,"nt",null,null,null,null,null,null,null,null,null,70540,"Belyuen (S)",null,null,null,null,null,null
637,null,null,"nt",null,null,null,28.9,null,null,184,null,null,70620,"Central Desert (S)",null,66,null,631,null,10.5
39,null,null,"nt",null,null,null,34.4,null,null,14,null,null,70700,"Coomalie (S)",null,null,null,null,null,null
3667,1744,1036,"nt",1930,2183,12.7,11.5,587,4609,423,3,3,71000,"Darwin (C)",53.7,238,79.9,3689,3,6.4
468,null,null,"nt",null,null,null,52.6,null,null,246,null,null,71300,"East Arnhem (S)",null,87,null,466,null,18.7
648,312,140,"nt",339,384,13.7,26.0,124,900,169,1,3,72200,"Katherine (T)",41.2,59,81.4,648,1,9.1
829,553,397,"nt",561,634,11.9,16.5,154,1294,137,1,3,72300,"Litchfield (M)",70.8,50,87.1,838,3,6.0
102,null,null,"nt",null,null,null,26.2,null,null,27,null,null,72330,"MacDonnell (S)",null,11,null,102,null,10.7
